Stage,Run_ID,Horizon_Step,CRPS,CRPS_var,CRPS_std,PICP,PICP_var,PICP_std,MPIW,MPIW_var,MPIW_std,RMSE(vs Obs),RMSE(vs Obs)_var,RMSE(vs Obs)_std,RMSE(vs TrueMean),RMSE(vs TrueMean)_var,RMSE(vs TrueMean)_std,Aleatoric_Std_MAE,Aleatoric_Std_MAE_var,Aleatoric_Std_MAE_std,Aleatoric_Std_Corr,Aleatoric_Std_Corr_var,Aleatoric_Std_Corr_std,Experiment_Stage,Noise_Condition
1,hybrid_lam_1.0,t+1,0.4762032199806359,3.6605084622116137e-06,0.0019132455310836,0.953625,2.177958333333334e-05,0.004666860115038,3.4469578914306487,0.0094876914981061,0.0974047817004184,0.8509303218088855,3.9380870798083285e-06,0.0019844614079916,0.1056347867005725,0.0003886275081645,0.0197136376187783,0.0576030502224219,0.0003146504195118,0.0177383883008546,0.9592997225044392,0.0006088263470417,0.0246744067211705,Stage1,Gaussian_Clean_fixed_params
1,nll,t+1,0.5113970100784725,3.933804577679231e-06,0.001983382105818,0.971355,5.188583333333276e-06,0.0022778462049342,3.966784272379867,0.0055722189114028,0.0746472967454474,0.9934941029887912,2.6793076451560154e-06,0.0016368590791989,0.0969549413425786,0.0002792938062672,0.0167120856348717,0.1978624949089532,0.0003162075451835,0.0177822255407915,0.9209476102802648,0.0005090408979667,0.0225619347124043,Stage1,Gaussian_Outliers_fixed_params
1,two_stage_nll,t+1,0.5136718140813753,3.904596991749007e-06,0.0019760053116702,0.972845,2.357472222222276e-06,0.0015354062075627,4.041708835170597,0.0041570491856739,0.0644751827114432,0.9944675016799824,4.13643041902809e-06,0.0020338216291081,0.1042506418019797,0.0002487437456946,0.0157716120195315,0.2131964250410443,0.0001449396673984,0.0120390891432214,0.8742299024897913,0.0015458247311377,0.0393169776450038,Stage1,Gaussian_Outliers_fixed_params
1,two_stage_crps,t+1,0.5047023393291795,4.497696690753287e-06,0.0021207773788762,0.951125,1.482847222222237e-05,0.0038507755351646,3.467248525890948,0.0071133654431222,0.0843407697565195,0.9930948966422668,3.430523403786608e-06,0.0018521672180952,0.1018689805299667,0.0002795045730325,0.0167183902643941,0.0636033540222062,0.0003068862963952,0.0175181704637009,0.95043789359096,0.0008568268886832,0.0292716055023159,Stage1,Gaussian_Outliers_fixed_params
1,beta_nll_0.25,t+1,0.5106147226527458,7.405539067069364e-06,0.002721312012076,0.969895,7.080805555555546e-06,0.0026609783079829,3.921234060692521,0.0093347486555416,0.0966165030185923,0.9933334836514311,4.796676578901455e-06,0.0021901316350624,0.0942868570309171,0.0004446586465503,0.0210869307048302,0.1858069035358077,0.0004533741722747,0.02129258491294,0.9140549575338652,0.0004343332773332,0.020840664032924,Stage1,Gaussian_Outliers_fixed_params
1,beta_nll_0.5,t+1,0.5099166972152721,5.873631773896347e-06,0.0024235576687787,0.968905,4.374138888888862e-06,0.0020914442112781,3.886411719477452,0.0057034229586519,0.0755210100478795,0.99315306690199,3.739469405189524e-06,0.001933770773693,0.0922858073306195,0.0003115752376268,0.0176514939205403,0.1778918521688694,0.0002340312269686,0.015298079192129,0.9178296585366592,0.0005948913722799,0.0243903950824893,Stage1,Gaussian_Outliers_fixed_params
1,beta_nll_0.75,t+1,0.509732638383093,6.404269914846822e-06,0.0025306659034425,0.96747,1.0881777777777792e-05,0.0032987539735145,3.859987521018825,0.0096915705551961,0.098445774694479,0.9932118852073234,3.117428340556531e-06,0.001765624065467,0.0943057730261157,0.0002725223567975,0.0165082511732034,0.1672942542902798,0.0004902572885741,0.0221417544150006,0.9168757873795628,0.0004058750307856,0.0201463403819554,Stage1,Gaussian_Outliers_fixed_params
1,beta_nll_1.0,t+1,0.5108188294915453,5.6241976520336186e-06,0.0023715390892906,0.967355,1.0812472222222192e-05,0.003288232385678,3.887055552813967,0.0092349155717232,0.0960984681028957,0.9935733633312176,3.851880139892908e-06,0.0019626207325647,0.0997931391409382,0.0003756957471296,0.0193828725200784,0.1676910433033931,0.0004463676717816,0.0211274151703818,0.9118953791074528,0.0004205920285846,0.0205083404639354,Stage1,Gaussian_Outliers_fixed_params
1,hybrid_lam_0.25,t+1,0.5068599351043964,3.653079429401646e-06,0.001911303071049,0.95363,1.3272333333333328e-05,0.0036431213723033,3.552618892289877,0.0081005328785113,0.090002960387486,0.9938881106542896,4.963961654215177e-06,0.0022279949852311,0.1059244422792016,0.0003943586021625,0.019858464244813,0.0891020863433889,0.0003555114397961,0.0188550109996307,0.8367830151840077,0.00677624412489,0.0823179453393369,Stage1,Gaussian_Outliers_fixed_params
1,hybrid_lam_0.5,t+1,0.5058046982831603,3.949859162614055e-06,0.0019874252596296,0.952685,1.4147805555555372e-05,0.0037613568769202,3.511689798766709,0.0083437708612035,0.0913442437223252,0.9938658613468804,2.7086620253680072e-06,0.0016458013322901,0.1063882779287529,0.0002965018322238,0.0172192285606482,0.0749030994023761,0.0003411986164104,0.0184715623705852,0.9203741566530652,0.0026297854704667,0.0512814339743614,Stage1,Gaussian_Outliers_fixed_params
1,hybrid_lam_0.75,t+1,0.5056774252961777,4.755015130672541e-06,0.0021805997181217,0.9524349999999998,1.7573916666666665e-05,0.0041921255547355,3.5005729112550794,0.0085454272952602,0.0924414803822408,0.9942736178296174,3.5383369212337346e-06,0.0018810467621071,0.1083343359827092,0.0003767811136914,0.019410850411342,0.0702326861570295,0.0003290136900301,0.0181387345211873,0.94665503001576,0.0009918562502291,0.0314937493834745,Stage1,Gaussian_Outliers_fixed_params
1,hybrid_lam_1.0,t+1,0.5051261621110219,3.4689630207744505e-06,0.001862515240414,0.9516849999999998,1.702725000000003e-05,0.00412640885032,3.479973564308705,0.0086156979096692,0.0928207838238251,0.9937987973167296,2.2656072718790467e-06,0.0015051934333762,0.1036705787399863,0.0003638100558887,0.0190738054904809,0.0645612076042241,0.0003204057418482,0.0178998810568177,0.9571844725364148,0.0006756356639416,0.0259929925930356,Stage1,Gaussian_Outliers_fixed_params
1,nll,t+1,0.4574197436829975,6.2111060581539045e-06,0.0024922090719187,0.960415,1.0091694444444371e-05,0.0031767427413066,3.3766561122608336,0.0063867067996513,0.0799168743110697,0.8640159088888295,5.955885844113674e-06,0.0024404683657268,0.1011870990408064,0.00030051566226,0.0173353875716723,0.0409371455505184,0.0001741880710036,0.0131980328459835,0.9861490254814084,3.7932153749085405e-05,0.006158908486825,Stage1,MixedNoise_fixed_params
1,two_stage_nll,t+1,0.457079503215419,3.872481279225179e-06,0.0019678621087934,0.96135,4.330555555555517e-06,0.0020809986918678,3.386898903348057,0.0022579958909113,0.0475183742452469,0.8635049373862176,6.235005248446446e-06,0.0024969992487877,0.0938744878396178,0.0003702151484074,0.0192409757654707,0.0438356822162665,6.703258170317377e-05,0.0081873427742567,0.9860098684096216,7.028551310539916e-05,0.0083836455736987,Stage1,MixedNoise_fixed_params
1,two_stage_crps,t+1,0.458139463204372,6.370469695390214e-06,0.0025239789411542,0.95629,1.2088777777777804e-05,0.0034768919709674,3.319500163109718,0.0086066733092777,0.092772158050127,0.8641016353996605,3.957382878885357e-06,0.0019893171891092,0.103524615607302,0.0002495885343458,0.0157983712561087,0.0592771413940563,0.0003161265028391,0.0177799466489398,0.9089243435087552,0.0049645360661871,0.0704594639930445,Stage1,MixedNoise_fixed_params
1,beta_nll_0.25,t+1,0.4581465324135817,4.039058628664843e-06,0.002009740935709,0.96184,6.529888888888799e-06,0.0025553647271747,3.405226713925179,0.0040531021225061,0.0636639782177189,0.8645306292083627,3.4709957592589857e-06,0.0018630608576369,0.104794603235537,0.0001822323747768,0.0134993471981723,0.0469557020896008,0.0001486855456737,0.0121936682615928,0.9849854776745804,2.924826027583488e-05,0.0054081660732483,Stage1,MixedNoise_fixed_params
1,beta_nll_0.5,t+1,0.4581353488468123,4.947205109066888e-06,0.0022242313524152,0.961395,7.142472222222228e-06,0.0026725404060972,3.399080707321608,0.0040936200189417,0.0639814036962439,0.8643638771641651,4.905211352249836e-06,0.0022147711737897,0.1058617037325414,0.0002314856466375,0.0152146523666353,0.0446887639458983,0.0001275167562037,0.0112923317434315,0.9839848072180942,4.311419066293395e-05,0.0065661397078446,Stage1,MixedNoise_fixed_params
1,beta_nll_0.75,t+1,0.4595101649967703,4.014822490520675e-06,0.0020037021960662,0.962495,9.295249999999984e-06,0.0030488112437473,3.430648994035456,0.0056037025800556,0.0748578825512429,0.8657697006707513,2.7770728016870487e-06,0.0016664551604189,0.1150131248785804,9.925987063358596e-05,0.0099629248031682,0.0494071617856992,0.0001924552053749,0.0138728225453565,0.981662468413413,7.710795230039818e-05,0.0087811133861486,Stage1,MixedNoise_fixed_params
1,beta_nll_1.0,t+1,0.4607786172016072,4.983918720308018e-06,0.0022324691980647,0.964795,9.835833333333335e-07,0.0009917576989029,3.488265060066719,0.0024318500150729,0.0493137913273047,0.8662519245948257,5.508240714389067e-06,0.0023469641485095,0.1161921276620306,0.0004041344624804,0.0201030958431899,0.0598584944570431,0.000109143803036,0.0104471911553337,0.973366884508856,9.424655619586484e-05,0.0097080665529169,Stage1,MixedNoise_fixed_params
1,hybrid_lam_0.25,t+1,0.4578354624896432,6.715032315285874e-06,0.0025913379392286,0.952895,7.288583333333394e-06,0.0026997376415743,3.253720000842315,0.0066350362440781,0.0814557318061667,0.8648716273737479,5.669134551676705e-06,0.0023809944459567,0.1092023847818408,0.0002957855959817,0.0171984184151271,0.0572849427927558,0.0002360160506118,0.0153628138897756,0.9034855321326504,0.0065342588151321,0.080834762417738,Stage1,MixedNoise_fixed_params
1,hybrid_lam_0.5,t+1,0.457179747692842,5.807824873413342e-06,0.0024099429191193,0.953715,7.057249999999923e-06,0.0026565485126381,3.2548452662399,0.0049973675982211,0.0706920617765609,0.8642924274437984,5.947537576453365e-06,0.0024387573836799,0.1036568185497615,0.0003192645967842,0.0178679768520178,0.0510360858816831,0.0001401661620594,0.0118391791125679,0.9331477007516904,0.0024928592326664,0.0499285412631533,Stage1,MixedNoise_fixed_params
1,hybrid_lam_0.75,t+1,0.456883137456548,3.4070327299516896e-06,0.0018458149229951,0.9537600000000002,1.0217666666666637e-05,0.0031965085119027,3.2459510303537846,0.004100205935378,0.0640328504392711,0.8641204226435351,3.408996575793045e-06,0.0018463468189354,0.1039340046179835,0.000242282138222,0.015565414810471,0.0451946029595103,8.16643889051777e-05,0.0090368351155245,0.9571047907039694,0.0010349630719914,0.0321708419534122,Stage1,MixedNoise_fixed_params
1,hybrid_lam_1.0,t+1,0.4561587075082691,6.316931850758707e-06,0.0025133507217972,0.953475,1.1258472222222205e-05,0.0033553646928794,3.238234813355284,0.0050084102744241,0.0707701227526427,0.8631563246173503,8.53158846609505e-06,0.002920888300859,0.0978399019371272,0.0004091280097309,0.020226913005473,0.0425849036053642,7.404443383121937e-05,0.0086049075434439,0.9648193807177076,0.0006446248042144,0.0253894624640709,Stage1,MixedNoise_fixed_params
2,nll,t+1,0.601894180683019,6.983766263710526e-07,0.0008356893121077,0.9406610991648748,4.757649409998043e-06,0.0021812036608253,4.182662621196502,0.001830793244208,0.0427877697970818,1.1317279,2.521101e-06,0.0015877975,0.5266024038283167,6.30952947421008e-06,0.0025118776789903,0.2343649933753123,6.651742607904001e-05,0.0081558216066218,0.8446274632448916,0.0001040780358471,0.0102018643319298,Stage2,Gaussian_Clean_fixed_params
2,two_stage_nll,t+1,0.6018312685255413,1.511201532256977e-06,0.0012293093720691,0.9397809671450716,1.0031787088189083e-05,0.0031672996524151,4.154874270998088,0.004396073310657,0.0663028906659207,1.1316373,3.378787e-06,0.0018381476,0.5273492544759029,2.656756657550131e-06,0.0016299560293302,0.2322971612950644,0.0001939947702888,0.013928200540231,0.8487317578262232,0.0001136195296051,0.0106592462024825,Stage2,Gaussian_Clean_fixed_params
2,two_stage_crps,t+1,0.6018139903507806,1.6977198710002827e-06,0.001302965798093,0.928444266639996,7.418030797889169e-06,0.0027236062119713,3.945134410159525,0.0020361665965357,0.0451239027183574,1.132694,2.1625335e-06,0.0014705556,0.5303086278678544,9.547774040012889e-06,0.0030899472552153,0.1987812188801796,0.0002532748871092,0.0159146123769726,0.841591227534909,0.0007305353422881,0.0270284173100853,Stage2,Gaussian_Clean_fixed_params
2,beta_nll_0.25,t+1,0.6015852942793982,8.47904019176778e-07,0.0009208170389261,0.937925688853328,5.476114933489637e-06,0.0023401100259367,4.123859819374794,0.0022356643334804,0.0472828122416637,1.1318394,2.2785584e-06,0.0015094895,0.5274466084117893,5.6996180045396575e-06,0.0023873872757765,0.2233812883328404,7.93636414647325e-05,0.0089086273614251,0.8493891597078511,3.113859034931834e-05,0.0055801962644084,Stage2,Gaussian_Clean_fixed_params
2,beta_nll_0.5,t+1,0.601285431336357,4.518599222727866e-07,0.0006722052679597,0.936745511826774,6.09318893069356e-06,0.0024684385612555,4.0899711500469325,0.0020337817915782,0.0450974699021823,1.1314251,1.313003e-06,0.0011458634,0.5270856025660041,1.429677332405514e-06,0.0011956911525998,0.2177435039209082,6.363353864395555e-05,0.0079770632844396,0.8490443245078966,2.0895722573185028e-05,0.0045711839356106,Stage2,Gaussian_Clean_fixed_params
2,beta_nll_0.75,t+1,0.6015642985381009,5.54421186016977e-07,0.0007445946454393,0.9360154023103464,6.7577216088783775e-06,0.0025995618109362,4.074888178938271,0.002145447907589,0.0463189799929692,1.131884,6.408031e-07,0.0008005018,0.5276737450975095,1.4125573754691033e-06,0.0011885105701966,0.2156907919612025,6.596507010897221e-05,0.0081218883339388,0.845449022395029,2.132198886837009e-05,0.0046175739158534,Stage2,Gaussian_Clean_fixed_params
2,beta_nll_1.0,t+1,0.6017108247298557,7.335623560641899e-07,0.0008564825486045,0.9352252837925688,5.816216956444265e-06,0.0024116834279076,4.061622809484094,0.0018891106440032,0.0434639004692771,1.1318989,1.3329804e-06,0.0011545477,0.528504713606438,1.92908679510583e-06,0.0013889156904239,0.2142512992720529,6.190771065474385e-05,0.0078681453122539,0.8412791762985744,8.209151597295098e-06,0.0028651617052611,Stage2,Gaussian_Clean_fixed_params
2,hybrid_lam_0.25,t+1,0.6022883778818915,6.380313635842787e-07,0.000798768654608,0.9272990948642296,6.640769859318255e-06,0.0025769691226939,3.932260475888211,0.0013409053672574,0.0366183747216805,1.1329441,2.6636224e-06,0.0016320607,0.5305384337134922,6.648673367745281e-06,0.0025785021558543,0.2025860429498325,7.056832520365714e-05,0.0084004955332204,0.8250415716639056,0.0001614370816164,0.0127057892952945,Stage2,Gaussian_Clean_fixed_params
2,hybrid_lam_0.5,t+1,0.6018352193054657,4.136911935361359e-07,0.0006431883033265,0.9277991698754814,5.37594599617336e-06,0.0023186086336795,3.941146669611668,0.0007374462224827,0.0271559610856032,1.1331198,2.235668e-06,0.001495215,0.5301025205361638,8.961882223585672e-06,0.0029936402962924,0.1967041689153989,2.9485014219404432e-05,0.0054300105174303,0.8414411026270361,9.053737146203464e-05,0.0095151127929223,Stage2,Gaussian_Clean_fixed_params
2,hybrid_lam_0.75,t+1,0.6014191172100448,4.064835184869335e-07,0.0006375605998545,0.9278191728759314,6.341457850227752e-06,0.0025182251389079,3.934043996485763,0.0011620112914218,0.0340882867187809,1.1327204,1.9579943e-06,0.0013992835,0.5298522509035073,8.191522434667482e-06,0.0028620835827535,0.1931522703645283,4.001055844752862e-05,0.0063253899838293,0.8466888761240327,4.907864443938865e-05,0.0070056152077735,Stage2,Gaussian_Clean_fixed_params
2,hybrid_lam_1.0,t+1,0.6010263924444097,6.758483320119364e-07,0.0008220999525677,0.9273591038655798,1.0541050967005311e-05,0.0032466984718333,3.931343112673213,0.0021896361346249,0.0467935480021007,1.1321307,3.0472731e-06,0.001745644,0.5297303732430314,1.1838822257258993e-05,0.0034407589652951,0.1915332608280787,6.27299007024803e-05,0.007920221000861,0.8490001445108716,3.496510997092234e-05,0.0059131303022106,Stage2,Gaussian_Clean_fixed_params
2,nll,t+1,0.6386887366838451,2.417527997445449e-06,0.001554840183892,0.950677601640246,1.0871066630945908e-05,0.0032971300597558,4.576663494593306,0.0081965122207016,0.0905345912936138,1.2542574,4.1044364e-06,0.002025941,0.6454088004130367,1.2578545605603664e-05,0.0035466245368806,0.3238260303706063,0.0003867802306211,0.0196667290269913,0.6746052897445041,5.925785657189224e-05,0.0076979124814388,Stage2,Gaussian_Outliers_fixed_params
2,two_stage_nll,t+1,0.637797214082352,1.9710273223248008e-06,0.0014039328054877,0.9485622843426516,1.0957286939542827e-05,0.0033101792911476,4.512302555069907,0.0073655236506648,0.0858226290127776,1.2528824,3.6998126e-06,0.0019234897,0.6457356606856346,1.5203011620562997e-05,0.0038991039509819,0.3114583262475075,0.000357181593676,0.0188992484950071,0.687503570739926,0.0003584207390343,0.0189320030380919,Stage2,Gaussian_Outliers_fixed_params
2,two_stage_crps,t+1,0.6352884731916844,2.0299126741192684e-06,0.0014247500391715,0.9262339350902636,1.0388921998404232e-05,0.003223185070455,4.04280026493332,0.0024450395444074,0.0494473411257618,1.2522705,2.2000197e-06,0.0014832463,0.6514954192167515,1.2684209839129724e-05,0.0035614898342027,0.2244611413224337,0.0002596687760844,0.0161142414058012,0.6644279532543738,0.0013092929121688,0.0361841527767182,Stage2,Gaussian_Outliers_fixed_params
2,beta_nll_0.25,t+1,0.6370686730399424,5.290548149241801e-07,0.0007273615434735,0.945636845526829,9.383620430553138e-06,0.0030632695654403,4.433383315651232,0.0058795763693882,0.0766783957147531,1.252896,2.016788e-06,0.0014201365,0.6455264668938859,7.461535365495132e-06,0.0027315811109127,0.2935320632606115,0.00025827709304,0.0160710016190682,0.6962610335825127,4.7084954659405535e-05,0.006861847758396,Stage2,Gaussian_Outliers_fixed_params
2,beta_nll_0.5,t+1,0.6370187710791431,3.891397005644806e-07,0.0006238106287684,0.943081462219333,5.035843973218757e-06,0.0022440686204344,4.386031696522777,0.0019418290825293,0.0440661897891041,1.2530185,1.5690928e-06,0.0012526343,0.6472951354430113,3.837771348983437e-06,0.0019590230598396,0.2837431854811424,7.659384990852186e-05,0.0087517912399989,0.7033206269392619,3.826934047743677e-05,0.0061862218257541,Stage2,Gaussian_Outliers_fixed_params
2,beta_nll_0.75,t+1,0.6368182043674894,5.703043512713541e-07,0.0007551849781817,0.9423813572035806,4.921920909974229e-06,0.0022185402655742,4.358301349847208,0.0010870536821067,0.0329704971467939,1.2527535,1.6260967e-06,0.001275185,0.6479110936593183,9.07205880628616e-06,0.003011985857584,0.2778504347469263,4.087841452237698e-05,0.006393622957477,0.7085753054828644,2.9360458144229792e-05,0.0054185291495229,Stage2,Gaussian_Outliers_fixed_params
2,beta_nll_1.0,t+1,0.6364014598440415,1.0210420273503482e-06,0.0010104662425585,0.9419762964444665,7.812371313393424e-06,0.0027950619516199,4.345143832645403,0.0028897520584628,0.0537564141146228,1.252096,2.8138866e-06,0.0016774643,0.6479119475522485,1.0517929835394297e-05,0.0032431358027986,0.2747417510556209,0.0001074698010888,0.0103667642535593,0.7128086725479228,4.063674002397862e-05,0.006374695288716,Stage2,Gaussian_Outliers_fixed_params
2,hybrid_lam_0.25,t+1,0.6354257916909152,4.031227158838121e-07,0.0006349194562177,0.9271440716107416,9.01128651653427e-06,0.003001880496711,4.055702180170165,0.0024273346490732,0.0492679880761666,1.2520447,1.3115007e-06,0.0011452077,0.6494785866605166,1.4702057402901948e-05,0.0038343261993343,0.2267588788611793,0.0001014655908971,0.0100730129999478,0.6603534998484467,0.0004869505125124,0.0220669552161692,Stage2,Gaussian_Outliers_fixed_params
2,hybrid_lam_0.5,t+1,0.6343153817464481,3.609394575091336e-07,0.0006007823711704,0.9277741661249186,8.095789665855633e-06,0.0028453101176946,4.065370072088081,0.0030969949574743,0.0556506510067432,1.2513455,7.52764e-07,0.0008676197,0.6482925546417337,1.0440491030923845e-05,0.0032311748685151,0.2228741213759545,0.0001049191731985,0.0102430060626029,0.6847733445774199,0.0001265766123789,0.0112506271993598,Stage2,Gaussian_Outliers_fixed_params
2,hybrid_lam_0.75,t+1,0.6342759015144498,2.5917841515092506e-07,0.0005090956836891,0.9275591338700806,4.482566891431906e-06,0.0021172073331234,4.065858671384037,0.0014987208551404,0.0387133162508774,1.2517946,1.2388518e-06,0.0011130372,0.6496078307859393,6.744099948817294e-06,0.0025969404977429,0.2216093114407761,4.573631005271679e-05,0.0067628625634946,0.6927321581092022,5.894190171569668e-05,0.0076773629402091,Stage2,Gaussian_Outliers_fixed_params
2,hybrid_lam_1.0,t+1,0.6340824264860538,8.887052752142878e-07,0.0009427116606971,0.9265739860979144,1.0179192417582327e-05,0.0031904846681315,4.049478624380127,0.0025900174462339,0.0508922140040488,1.2521566,2.2103693e-06,0.0014867311,0.6510332869198503,1.1250214109509223e-05,0.0033541338836589,0.2173626384669422,8.109486294016523e-05,0.0090052686212108,0.6968302247081856,3.451261938178118e-05,0.0058747441971358,Stage2,Gaussian_Outliers_fixed_params
2,nll,t+1,0.5793643886704136,0.0001430666327464,0.0119610464737186,0.9448817322598388,5.363164384199628e-06,0.0023158506826217,4.2153330489533305,0.120419511001479,0.3470151452047577,1.2777317,0.00989553,0.09947628,0.5537423749629357,1.998028485629288e-05,0.0044699311914494,0.2764686485655727,0.005507390518164,0.0742117950070203,0.5820606780202485,0.0379667368978038,0.1948505501603827,Stage2,MixedNoise_fixed_params
2,two_stage_nll,t+1,0.5728926858421737,3.503456958757455e-06,0.001871752376453,0.9450717607641146,2.263567908331097e-06,0.0015045158385112,4.032666496661072,0.0033968976558785,0.0582829104959472,1.2114822,4.5029912e-05,0.006710433,0.5525430229987595,3.03190945076937e-05,0.0055062777361565,0.2389931408816878,0.000144410266517,0.0120170822796976,0.7287962929179486,0.0047776683987454,0.0691206799644321,Stage2,MixedNoise_fixed_params
2,two_stage_crps,t+1,0.5723964805365449,4.9297871990874016e-06,0.0022203124102448,0.9243986597989698,5.757727188607648e-06,0.0023995264509081,3.60367397093423,0.0017402623568327,0.0417164518725252,1.2144535,1.417939e-05,0.003765553,0.5597216343620245,5.83128768283176e-05,0.0076362868482212,0.1903775306174746,0.000659965861604,0.0256898007311074,0.7809227554707169,0.0072700545335953,0.0852646147800794,Stage2,MixedNoise_fixed_params
2,beta_nll_0.25,t+1,0.5724342713823812,3.4454976980578157e-06,0.0018562051874881,0.9444216632494872,4.876573973580322e-06,0.0022082966226438,4.000722873976089,0.0057884272359107,0.0760817142019736,1.2131202,1.7766615e-05,0.0042150463,0.554487037447519,7.603585643627416e-06,0.0027574599985543,0.2299487313853133,0.0002366035088661,0.0153819214946033,0.7937072839503363,0.0043565363000049,0.0660040627537798,Stage2,MixedNoise_fixed_params
